Review,Subjectivity,Polarity,Analysis,Sentiment
food awsome malaysian taste pantai timur choice food singgang gulai kawah place oso nice dine fruit juice yummy,1.0,0.6,Positive,1
interesting menu superb food reasonable price new menu ayam gepuk beyond delicious splendid cooking chef however might bit hard find parking spot around peak hour overall definitely come,0.6218013468013468,0.37533670033670036,Positive,1
came 2pm much dish left crowded place google map direction wrong using waze come correctly mango shake really good,0.42500000000000004,0.09999999999999999,Positive,1
delicious go early u wish taste tempoyak budu fermented fish paste sauce brilliant,0.7666666666666666,0.6666666666666666,Positive,1
food good spread interesting seating fine price reasonable cleanliness good however parking nightmare,0.56,0.5033333333333333,Positive,1
good food reasonable price,0.6000000000000001,0.44999999999999996,Positive,1
moreish pricier side cheap worth,0.39999999999999997,0.35,Positive,1
great place lunch variety local delicious favourite especially singgang budu name implies mid range price,0.55,0.36,Positive,1
ikan tempoyak taste anyway give try many local style selection friendly owner,0.3333333333333333,0.2916666666666667,Positive,1
great food love singgang budu superb,0.7833333333333333,0.7666666666666666,Positive,1
nice food affordable price,1.0,0.6,Positive,1
food average ok service need improvement,0.44999999999999996,0.175,Positive,1
best singgang food available love bring along family member enjoy variety east coast food,0.44999999999999996,0.575,Positive,1
tasty fast,0.6,0.2,Positive,1
fancy malay restaurant load people bad taste food good though like service,0.6333333333333333,5.551115123125783e-17,Positive,1
restaurant must visit kuala terengganu came twice 3 day visit good place lunch,0.6000000000000001,0.7,Positive,1
considerably low price lot food delicious,0.65,0.5,Positive,1
nice good food,0.8,0.6499999999999999,Positive,1
lot choice standard food rate,0.0,0.0,Positive,1
love food restaurant,0.6,0.5,Positive,1
famous nasi ayam gepuk version nasi ayam penyet sambal quite good tolerate heat spiciness dish also worth try especially variety lauk pauk eaten together plain white rice definitely worth try,0.45102040816326533,0.22653061224489798,Positive,1
food awesome,1.0,1.0,Positive,1
price high food cool,0.595,0.255,Positive,1
singgang best definitely come back,0.26666666666666666,0.3333333333333333,Positive,1
food taste great price certainly guess price high,0.6204761904761904,0.3914285714285714,Positive,1
warning want try nasi ayam gepok real spicy,0.30000000000000004,0.2,Positive,1
bit pricey,0.0,0.0,Positive,1
reasonable price fresh seafood viral,0.55,0.25,Positive,1
best singgang town,0.3,1.0,Positive,1
singgang budu resto berada di kuala trengganu malaysia may lunch many kind menu ready fish vegetable ready like spicy sambal may complette food mark wiens ever visited,0.6,0.375,Positive,1
great food extremely hot,0.8,0.525,Positive,1
nice food cheap price also got lot family budget menu,0.85,0.5,Positive,1
food delicious price cheap,0.85,0.7,Positive,1
among best singgang restaurant kuala terengganu singgang sotong delicious squid season,0.65,1.0,Positive,1
plenty choice food signature dish singgang ikan splendid price cheap,0.85,0.6166666666666667,Positive,1
time pick hour need improve term service ordering,0.0,0.0,Positive,1
food portion alot dinner however due huge crowd waitress able cope self served time,0.6333333333333333,0.25833333333333336,Positive,1
best lunch town,0.3,1.0,Positive,1
nice,1.0,0.6,Positive,1
good selection local cuisine good,0.4000000000000001,0.4666666666666666,Positive,1
attractive restaurant serving variety dish main attraction chicken,0.7611111111111111,0.12222222222222223,Positive,1
food tasty,0.0,0.0,Positive,1
wide varied selection side dish iced tea water delicious cut sweet wooo leg,0.6833333333333332,0.4166666666666667,Positive,1
food delicious cheap lot food option well,0.85,0.7,Positive,1
reasonably priced tasty,0.6,0.2,Positive,1
kind food much mention terengganu side dish,0.55,0.4,Positive,1
price expensive rice fried chicken vegetable rm8 50 taste good,0.75,-0.1333333333333334,Negative,0
delicious food affordable price friendly staff,0.75,0.6875,Positive,1
delicious food convenient facility,1.0,1.0,Positive,1
eat delicious delicious available fast intimate service,0.72,0.56,Positive,1
great place family comfortable spacious tasty food parking bit limited,0.5642857142857143,0.37619047619047624,Positive,1
various kind food serve fast live music made night became joyful night,0.625,0.2340909090909091,Positive,1
nice place food good entertainment local basking,0.5333333333333333,0.4333333333333333,Positive,1
enjoy food live band,0.5,0.2681818181818182,Positive,1
realy enjoy food life band,0.5,0.4,Positive,1
nice place hangout eat many valuable food busking great place,0.75,0.6333333333333334,Positive,1
good food nice sound liveband kt busker,0.6666666666666666,0.5666666666666665,Positive,1
nice place hang around friend good food,0.8,0.6499999999999999,Positive,1
decorating beauty comfortable service bad clean nice,0.7916666666666667,0.1666666666666667,Positive,1
nice food daily music band recomended chill friend family good fast service,0.55,0.37499999999999994,Positive,1
best place hang kuala terengganu,0.3,1.0,Positive,1
nice place dinner listening music perform busker group,1.0,0.6,Positive,1
limited western menu price cheap place great calm dinner open 5pm midnight decorated avenger mural loved kid,0.520408163265306,0.3040816326530612,Positive,1
taste good many choice food price bit high,0.5466666666666667,0.4533333333333333,Positive,1
nice music good food beautiful experience,0.8666666666666667,0.7166666666666667,Positive,1
nice place good food affordable price,0.8,0.6499999999999999,Positive,1
food delightful busking band accompanying diner make conversation difficult,1.0,0.25,Positive,1
superhero themed food delicious got daily busking need come early night coz crowded people 8 30pm,0.43333333333333335,0.3666666666666667,Positive,1
food delicious place great,0.875,0.9,Positive,1
nice atmosphere aesthetic expensive,0.85,0.04999999999999999,Positive,1
good restaurant delicious food busker comic marvel theme,0.7000000000000001,0.65,Positive,1
ambience good dinner live music weekend,0.55,0.41818181818181815,Positive,1
nice food fast service,0.8,0.4,Positive,1
nice food,1.0,0.6,Positive,1
delicious food relaxing atmosphere singing song,1.0,1.0,Positive,1
place comfortable even tasty live band,0.65,0.2681818181818182,Positive,1
multiple menu affordable price limited parking,0.07142857142857142,-0.03571428571428571,Negative,0
nice place relaxing relaxing stay,1.0,0.6,Positive,1
food beverage order wait long bobby kitchen happy work,0.7,0.375,Positive,1
great ambience nice food premise spacious staff friendly helpful price extremely reasonable ample parking space,0.7125,0.49374999999999997,Positive,1
great taste drink cheap compared high street beverage outlet wide choice food local western style dish wanton soup noodle steamed keropok lekor acceptable taste nothing special,0.42306122448979583,0.23102040816326533,Positive,1
ordered green tea latte color green refer pic taste totally,0.45,-0.13333333333333333,Negative,0
love place cozy importantly food good reasonable price,0.7100000000000001,0.31999999999999995,Positive,1
love eat family plan like indomie goreng super yummy,0.6333333333333333,0.41666666666666663,Positive,1
understand restaurant 4 star problem much casual taste delicious never go price also,0.9333333333333333,0.24999999999999994,Positive,1
great western food great taste,0.5,0.5333333333333333,Positive,1
best fresh food restaurant malaysia fresh delicious,0.575,0.65,Positive,1
great food reasonable price,0.675,0.5,Positive,1
good place dining crowded food ok price also ok,0.5333333333333333,0.5666666666666667,Positive,1
great place visit new modern look friendly helpful staff food absolute great price low wifi worked perfectly would like come back,0.5505050505050506,0.3901515151515152,Positive,1
recommended come variety food kuala terengganu town nearby drawbridge kampung cina opened late night,0.6,-0.3,Negative,0
delicious fair price,0.95,0.85,Positive,1
good ambience fast service friendly staff food great vegetarian option available air conditioned dine watching movie lot option choose menu reasonable price,0.5750000000000001,0.44583333333333336,Positive,1
serve good food fast service really deserve 5 star,0.46666666666666673,0.36666666666666664,Positive,1
food nice service good,0.8,0.6499999999999999,Positive,1
good place drink friend already child,0.6000000000000001,0.7,Positive,1
various menu,0.5,0.0,Positive,1
overall food taste ok dish salty drink diluted,0.25,0.25,Positive,1
great menu selection local malay,0.375,0.4,Positive,1
good choice dinner especially special dinner plan simply know go first second night city,0.45809523809523817,0.33285714285714285,Positive,1
restaurant nice comfortable food 4 star rating,0.9,0.5,Positive,1
eat seafood pasta food nice looking cook long time affect everything disappoint,0.7,0.27499999999999997,Positive,1
sometimes fried rice tasty today though really hungry suit usual happened cook please improve cooking consistent,0.2333333333333333,0.06666666666666667,Positive,1
huge place got air cond,0.9,0.4000000000000001,Positive,1
nice n cozy place enjoy food got air conditioning food good,0.7125,0.375,Positive,1
food ok expecting high,0.52,0.33,Positive,1
fast service big portion food,0.35,0.1,Positive,1
delicious food worth trying great environment excellent wifi connection,0.7125,0.775,Positive,1
must dine place visit kt lot dish choose lightest heaviest ambience good cozy great place celebrate occasion well,0.7000000000000001,0.43333333333333335,Positive,1
big portion big satisfaction,0.1,0.0,Positive,1
variety delicious food,1.0,1.0,Positive,1
nice place good food excellent service,0.8666666666666667,0.7666666666666666,Positive,1
delicious food nice environment clean toilet,0.675,0.48333333333333334,Positive,1
economical great place,0.825,0.55,Positive,1
food delicious price little bit pricey okay,0.6666666666666666,0.4375,Positive,1
suitable family cosy nice good food variant menu local western wifi course,0.47000000000000003,0.37,Positive,1
good food good staff good value money,0.6000000000000001,0.6999999999999998,Positive,1
serving bigger compared eatery yet price similar highly recommended,0.48,0.05333333333333334,Positive,1
really best restaurant city,0.3,1.0,Positive,1
food totally horrible plus expensive worth money,0.6,-0.39999999999999997,Negative,0
dissappointed crew service,0.0,0.0,Positive,1
food restoren delicious,1.0,1.0,Positive,1
bad one thing ordered totally different picture shown menu,0.6333333333333333,-0.3499999999999999,Negative,0
good place delicious,0.8,0.85,Positive,1
price average service really good food quality could improved come back food,0.3333333333333333,0.18333333333333332,Positive,1
amazing buy fish n chip cause worth enjoyed eating,0.5666666666666667,0.46666666666666673,Positive,1
really good sorry least people subcontinent,0.6666666666666666,-0.03333333333333335,Negative,0
good place hangout friend family food quite nice always wanton soup clean place,0.7666666666666667,0.5555555555555555,Positive,1
food dissapoint far,1.0,0.1,Positive,1
nice place dining good service,0.8,0.6499999999999999,Positive,1
comfortable clean restaurant eat suitable dine friend family wifi provided complete work food ok price affordable,0.63,0.3833333333333334,Positive,1
taste food nice,1.0,0.6,Positive,1
many choice good taste good,0.5666666666666668,0.6333333333333333,Positive,1
food bad service slightly average,0.5333333333333333,-0.42499999999999993,Negative,0
great place great food,0.75,0.8,Positive,1
nice environment price kind affordable food,0.95,0.6,Positive,1
worker bickering order wrongly made loud,0.8500000000000001,-0.2,Negative,0
like place nice cosy,1.0,0.6,Positive,1
food great,0.75,0.8,Positive,1
clean spacious friendly crew delicious food,0.7333333333333334,0.5805555555555556,Positive,1
cosy good place dine food advertised cheap good veriety good available local western,0.41428571428571426,0.41428571428571426,Positive,1
mouth watering food affordable price lot option choose,0.0,0.0,Positive,1
superb service fast food preparation,0.8,0.6,Positive,1
recommended almost accepted,0.0,0.0,Positive,1
big portion dish cheap price,0.39999999999999997,0.2,Positive,1
cozy delicious dish fast service,0.7833333333333333,0.3333333333333333,Positive,1
perfect place hangout friend family meetup food good bad friendly worker lot table provide fast wifi 50mbps,0.6733333333333333,0.315,Positive,1
cheap delicious,0.85,0.7,Positive,1
basically western food simple nice environment yumcha price standard try waiting meeting someone,0.3392857142857143,0.15,Positive,1
good place family dinner,0.6000000000000001,0.7,Positive,1
truly authentic nasi dagang terengganu rice specially prepared many shop make nasi like anymore,0.6071428571428571,0.4523809523809524,Positive,1
good selection food drink tastefully suitable range age,0.675,0.625,Positive,1
food good queuing system improved got patience fish tuna curry awesome,0.8,0.85,Positive,1
non nasi dagang eater find nasi dagang must try looked simple deliciously good add fried chicken boiled egg come early possible,0.6414285714285715,0.039999999999999994,Positive,1
craving eat nasi dagang looking place try local food place food delicious 3 branch kuala terengganu place crowded people,0.5,0.5,Positive,1
really fast service even though might queue worry provide umbrella chair need queue long period service fast love,0.55,0.21250000000000002,Positive,1
like much really nice,1.0,0.6,Positive,1
value money,0.0,0.0,Positive,1
delicious food queue morning variety food eat must try teh tarik,1.0,1.0,Positive,1
truly authentic nasi dagang fresh tuna curry dont forget order kerepok lekor hard find parking space need come early around 7am worth queue definitely must try nasi dagang u visit kuala terengganu,0.44861111111111107,0.15138888888888888,Positive,1
must try nasi dagang fine tuna clices,0.5,0.4166666666666667,Positive,1
highly recommended place nasi dagang check drink,0.5399999999999999,0.16,Positive,1
arrived 10am food sold branch good place try nasi dagang,0.6000000000000001,0.7,Positive,1
good food better ask le sweet ice milk tea,0.5833333333333334,0.5166666666666666,Positive,1
waited 45 min 9 05am overrated food extremely sweet especially curry sauce,0.825,0.175,Positive,1
superb taate try eating nasi dagang really great experience,0.875,0.9,Positive,1
must try must come early 10am selling fast,0.44999999999999996,0.15000000000000002,Positive,1
happening crowded food good signature dish,0.6000000000000001,0.7,Positive,1
mo popular nasi dagang kuala terengganu place nice need long que visitor tourist,0.7666666666666666,0.3833333333333333,Positive,1
bad service 2 hour queue since 7 15 9 30,0.6666666666666666,-0.6999999999999998,Negative,0
best place think upgraded lot people attending place comfortable like providing fan,0.55,0.7,Positive,1
wait time get front counter long system efficient take minute served,0.4,-0.05,Negative,0
nasi dagang superb,1.0,1.0,Positive,1
speechless mouth watering awesome,1.0,1.0,Positive,1
tasty however need queue 1 hour especially covid season weekend rice delicious gulai tad strong,0.9111111111111111,0.4777777777777778,Positive,1
superb make sure come early remember ur table number,0.7296296296296295,0.5333333333333333,Positive,1
please try nasi dagang delicious affordable,1.0,1.0,Positive,1
one best country local muslim owned,0.15,0.5,Positive,1
delicious always best nasi dagang terengganu,0.65,1.0,Positive,1
best place nasi dagang kampung ambience refreshing,0.65,0.75,Positive,1
food superb bare mind que sitting time worth time,0.4000000000000001,0.45,Positive,1
nasi dagang best,0.3,1.0,Positive,1
service fast food good make sure u go early lot people waiting food,0.5972222222222222,0.375,Positive,1
delicious friendly staff cheap condusive eating environment,0.7333333333333334,0.5916666666666667,Positive,1
ok normal nasi dagang hunter nothing spectacular,0.6833333333333332,0.4166666666666667,Positive,1
food quality taste average environment good fast service prepare line least 10 minute food price slightly average kt compare kl jb food price consider cheap,0.5166666666666666,0.11666666666666668,Positive,1
scrumptious meal nasi dagang atas tol never dissapoint come early people hunt nasi dagang early 6 30,0.3,0.1,Positive,1
delicious gravy accommodate nasi dagang superb,1.0,1.0,Positive,1
original recipe best nasi dagang terengganu ever tested please improve upgrade facility,0.525,0.6875,Positive,1
think best place get nasi dagang craving,0.3,1.0,Positive,1
nasi dagang super delicious combined gulai kuah sticky yet soft sweet rice another heaven morning plus teh ai extra float sight wonder order pretty sure sweet satisfying,0.7006172839506173,0.37592592592592594,Positive,1
one delicious nasi dagang terengganu arrived around 7 20 long queue slow service food served various traditional come dawn estimated early 6 20 avoid long queue morning breakfast famous delicious nasi dagang tea ice,0.6388888888888888,0.2444444444444444,Positive,1
great local food drink authentic taste terengganu queue quite long gotta little bit patient,0.48,0.2125,Positive,1
recommended best go early morning avoid crowd advisable go right fajr,0.37857142857142856,0.4619047619047619,Positive,1
first thing nasi dagang delicious others variety food also taste good absolutely reasonable price,0.6333333333333333,0.5375,Positive,1
far best nasi dagang country thus world hyperbole fact come early prepare wait food queue long forgiving shade nice breeze make bearable disappointed,0.625,0.16666666666666666,Positive,1
delicious dish,1.0,1.0,Positive,1
fast service,0.6,0.2,Positive,1
variety menu,0.0,0.0,Positive,1
nasi dagang mouth watering delicacy extremely good,0.6000000000000001,0.7,Positive,1
best nasi dagang used quality rice,0.3,1.0,Positive,1
cheap delicious nasi dagang need queue,0.85,0.7,Positive,1
amazing taste worth queue,0.5,0.45000000000000007,Positive,1
delicious nasi dagang ever tasted though potion little expected sure come early 0730 0900am food run,0.6177777777777778,0.2625,Positive,1
loved unique breakfast tasty service fast,0.7999999999999999,0.425,Positive,1
friendly service staff really helpful kind green tea lassi favourite,0.47500000000000003,0.24374999999999997,Positive,1
delicious roti canai roti telur creative menu nice environment,1.0,0.7000000000000001,Positive,1
come early 8am avoid long queue special roti canai definitely worthy try plus point accept qr pay moving forward covid 19 pandemic,0.5678571428571428,0.18511904761904763,Positive,1
like variation roti canai different taste recommend restaurant suitable breakfast lot choice food really delicious affordable,0.7833333333333333,0.5166666666666667,Positive,1
waiter owner friendly roti goyang roti cheese roti pisang everything delicious,0.75,0.6875,Positive,1
worth eat roti canai curry taste sweet abit sour,0.2833333333333333,0.16666666666666663,Positive,1
roti canai based western fusion still okay want something different breakfast,0.3666666666666667,0.16666666666666666,Positive,1
unique sauce n curry make roti canai better usual topped sunny side half friend egg improved texture recommend everyone least try kuala terengganu,0.4633333333333334,0.031666666666666676,Positive,1
nice breakfast menu surely come visiting kt,0.9444444444444444,0.55,Positive,1
something different yet expensive poorer like,0.6499999999999999,-0.25,Negative,0
open air seating friendly full smile owner enjoyed variety food menu roti goyang gedik must try,0.47000000000000003,0.305,Positive,1
today go adilroti take breakfast fantastic food drink,0.9,0.4,Positive,1
best roti ever highly recommended,0.41999999999999993,0.58,Positive,1
good food,0.6000000000000001,0.7,Positive,1
sardine cheese roti lamb shwarma roti tisu delicious highly recommended,0.77,0.58,Positive,1
good food place little crowded though,0.55,0.25625,Positive,1
one best place kt breakfast brunch,0.3,1.0,Positive,1
nice food friendly always smiling owner,0.75,0.4875,Positive,1
variety choice breakfast must try kuala terengganu,0.0,0.0,Positive,1
popular place visit good food good price,0.7000000000000001,0.6666666666666666,Positive,1
parking limited food good bit pricy overall good,0.33571428571428574,0.33214285714285713,Positive,1
nice place amazing experiance stay brekafast choice malaysian bread,0.95,0.6000000000000001,Positive,1
service need improve bit expensive,0.7,-0.5,Negative,0
excellent customer service good food,0.8,0.85,Positive,1
first time morning honestly interesting keep,0.41666666666666663,0.375,Positive,1
multiple choice roti canai fancy name quite delicious price bit high,0.5133333333333333,0.38666666666666666,Positive,1
good food great stuff,0.675,0.75,Positive,1
lot choice breakfast,0.0,0.0,Positive,1
expensive breakfast simple lite,0.5285714285714286,-0.25,Negative,0
best place extraordinary breakfast,0.65,0.6666666666666666,Positive,1
good taste menu,0.6000000000000001,0.7,Positive,1
excellent food service hospitality,1.0,1.0,Positive,1
delicious,1.0,1.0,Positive,1
worth,0.1,0.3,Positive,1
fast service,0.6,0.2,Positive,1
good breakfast,0.6000000000000001,0.7,Positive,1
delicious breakfast canai large portion,0.7142857142857143,0.6071428571428571,Positive,1
food delicious,1.0,1.0,Positive,1
various type roti canai available,0.45,0.2,Positive,1
tasty food tried nasi goreng kambing parmigiana chicken portion really big worth price however shop popular long queue staff may sufficient time serve,0.49000000000000005,0.05,Positive,1
worth price tastewise recommended,0.1,0.3,Positive,1
food really suit taste superb,0.6,0.6,Positive,1
hard find place worth quite crowded place need come early possible booked,0.48541666666666666,0.027083333333333327,Positive,1
many variety food portion totally big food arrived quite fast considering size crowd,0.39999999999999997,0.2333333333333333,Positive,1
taste palatable beverage many choice really recommended place service fast chicken chop world,0.5625,0.07499999999999998,Positive,1
nice place eat western food local food taste also good must try came kuala terengganu,0.4,0.32499999999999996,Positive,1
big serving big fancy drink fast efficient service well,0.26666666666666666,0.06666666666666667,Positive,1
portion big u share partner variety mouthwatering food try nasi goreng kam heong generous squid prawn,0.1,0.0,Positive,1
love everything eventhough waited almost 15 minute break shalat maghrib table fast service good food great ambience,0.6375,0.55,Positive,1
portion huge drink huge,0.9,0.4000000000000001,Positive,1
food superb price,1.0,1.0,Positive,1
lot selection food enviroment also nice middle town area dinner must,0.5,0.3,Positive,1
food okay service fast,0.55,0.35,Positive,1
great service selection western eastern food huge portion dinner plate popular mixed group international domestic tourist must book table group 5 person,0.41428571428571426,0.2571428571428572,Positive,1
taste lamb burger bit dry salty lamb shank bit chewy price bit pricy still affordable,0.6,-0.06666666666666665,Negative,0
delicious food big size meal affordable price compared kl restaurant,0.55,0.5,Positive,1
western food high quality big portion price cheap food served fast considering heavy flow customer,0.4066666666666667,0.09333333333333334,Positive,1
beverage good family friendly restaurant aircond fan enough make sweat overall good experience,0.44000000000000006,0.355,Positive,1
superb place dining weather alone large group great anniversary gathering menu top notch price reasonable,0.6557142857142858,0.5428571428571429,Positive,1
serve local dish well great western dish go sure come,0.4097222222222222,0.325,Positive,1
one fav diner town price midrange kinda expensive food great especially chicken parmigiana,0.8166666666666668,-0.2333333333333333,Negative,0
love food drink much good ambient,0.6000000000000001,0.6,Positive,1
portion gigantic delicious,1.0,1.0,Positive,1
delicious food variety choice recommended chicken parmigiana lack parking near restaurant,0.7833333333333333,0.16666666666666666,Positive,1
went early dinner table already taken good food delicious interesting menu food n drink overall satisfied quite cheap,0.5857142857142857,0.45714285714285713,Positive,1
delicious food quick service lamb shank meat bit tough overall would recommend,0.5833333333333334,0.2361111111111111,Positive,1
really busy place serf great local fried rice etc western cuisine extensive drink menu bestseller lamb fried rice really good mint sauce side,0.33055555555555555,0.26666666666666666,Positive,1
meatball grilled salmon came delicious mashed potato thing take note shop close 7 8pm prayer break,1.0,1.0,Positive,1
alright quite pricey okay reasonable,0.55,0.35,Positive,1
burger chicken triple layer best town many drink delicious,0.6875,0.475,Positive,1
crowded joyful place dinner family,0.0,0.0,Positive,1
one reason going terengganu really worth loved drink please try price cheap food portion big u order burger u share love meatball,0.4600000000000001,0.38,Positive,1
lovely place spend time family,0.75,0.5,Positive,1
order lost 40mins already asked check order 15mins ignored really bad service asking treated like king absurd,0.8333333333333333,-0.5999999999999999,Negative,0
nice place get western food,0.5,0.3,Positive,1
quite affordable one plate tasty,0.0,0.0,Positive,1
large portion affordable price,0.42857142857142855,0.21428571428571427,Positive,1
among best place terengganu taste delicious western food recommended food lover,0.43333333333333335,0.6666666666666666,Positive,1
staff friendly food delicious,0.75,0.6875,Positive,1
crazy place food beverage world,0.9,-0.6,Negative,0
recommended variety food asian western variety drink food served fast need wait bit seat since always full,0.2875,0.1375,Positive,1
recommended variety food asian western variety drink food served fast need wait bit seat since always full,0.2875,0.1375,Positive,1
